episode,rewards_total
197,160.4138154847009
198,138.48990346450174
199,142.52184871700283
200,140.94968473803135
201,139.65590649863333
202,137.9638054536954
203,136.26723941103552
204,136.68493853534574
205,136.30464951706796
206,137.8381511880523
207,153.83149767884345
208,154.5222680211141
209,136.0798300513276
210,139.45507005871502
211,143.02635280205337
212,146.56489865189238
213,185.12176685218319
214,119.55405270633506
215,107.43280473613794
216,46.70764088011472
217,56.16875341812096
218,79.34845719717121
219,55.245127716306534
220,58.30671400580447
221,43.93774485373013
222,60.79984718338647
223,102.98110795821431
224,72.95486850330133
225,76.04184626273292
226,73.19989748373622
227,79.1564856761004
228,75.8193632701759
229,66.99976257597429
230,72.95437580477349
231,75.92920123041831
232,64.49839644421616
233,64.55133111238615
234,61.38305684021348
235,64.08741614291631
236,78.42496178079033
237,75.59825912566009
238,63.97740926487424
239,67.43320299243226
240,81.44801024458992
241,82.03391459847113
242,78.74124314383218
243,81.07349700050437
244,64.42387644353003
245,60.98850398732888
246,72.64122805975973
247,64.32139206317053
248,69.63570698484318
249,69.93386288604108
250,81.52736852717419
251,78.85702198505729
252,70.16705857920569
253,72.5485986043856
254,84.44797293130182
255,64.42299192610398
256,61.555099672186884
257,67.19325358324123
258,67.10828747477268
259,98.87986032184739
260,67.28931569091446
261,67.380852602609
262,78.6088559957949
263,75.75169573653501
264,70.49674253880107
265,75.72823317878927
266,75.8457829907126
267,84.46039525458666
268,75.80125926331804
269,75.99783573846665
270,73.02806870153998
271,72.91612162866629
272,78.93275275153363
273,70.37934460808256
274,70.1857452224881
275,61.21543528095424
276,61.29936745458222
277,67.07936472670868
278,67.08526967471292
279,67.37969211732678
280,69.96523481768028
281,69.91561841548454
282,69.86317958868207
283,69.88536716259819
284,69.90436699831496
285,69.80226959449817
286,69.85771089591768
287,69.81537134540781
288,70.23479788286836
289,132.20870767675865
290,240.72164416719497
291,238.3331636277479
292,242.62754674666746
293,238.92851654587614
294,239.57687431594871
295,242.44542212166854
296,241.93456614868973
297,241.52160359709595
298,243.00432120607363
299,241.27647069538654
300,241.57349974900424
301,239.94552149652685
302,237.70291091433208
303,241.81392807971932
304,237.40777337261625
305,245.46804008109484
306,245.38804167161635
307,237.83440147665866
308,235.81663646425858
309,242.85367633821917
310,243.94873690162063
311,237.96092046920347
312,238.93562599461865
313,237.14177948076488
314,47.00336769915336
315,58.51946009942941
316,70.53910823133958
317,78.8389271949094
318,82.09643567990591
319,84.72258320265756
320,78.78337426880252
321,81.69093988250938
322,78.95638232403527
323,76.11249958274112
324,76.2615152290353
325,78.71583565594729
326,79.08805470324586
327,78.9494513534132
328,78.67106646738581
329,76.18851277006131
330,78.95505575957569
331,79.11951681060587
332,76.15932466748642
333,78.64166978943565
334,78.697180517848
335,81.4328016591194
336,81.76042394640125
337,84.47636558047915
338,78.61677847888994
339,78.6681114810213
340,78.74975371173919
341,76.22149556293095
342,78.60283478413662
343,81.86918202334404
344,78.94717724520915
345,76.19309908996763
346,78.59387530852888
347,78.76963756005809
348,78.65613007770025
349,78.76214289885901
350,78.76003440389282
351,78.78922239503763
352,76.18148177694071
353,76.218540065697
354,78.67855304687608
355,78.54234172097983
356,78.52896890124276
357,78.60853144901454
358,78.72886530657826
359,81.41932260362437
360,78.7008940339617
361,78.66825196696965
362,78.58939617200637
363,78.72470679257762
364,76.15909485641342
365,78.62539151336128
366,81.42456432695035
367,79.05146443505491
368,79.09412583906746
369,76.29007294540307
370,78.61409077753551
371,78.99584466557906
372,78.97769662062528
373,78.7684868317294
374,78.95457261780236
375,78.55722533574102
376,78.91536180992398
377,78.65776447543732
378,78.6233196089253
379,76.18636745749976
380,78.84196839299761
381,78.92787944782897
382,76.09439583579538
383,76.29512269473568
384,78.61490313404401
385,76.22027751344558
386,76.20269899598284
387,78.65988844321679
388,78.82325884078818
389,76.06972890847867
390,78.74871807790797
391,78.66594127616834
392,79.03673931339964
393,78.83276849029544
394,76.28117751040239
395,76.2533809326824
396,78.60822923021057
397,78.59151872627689
398,78.72769492515444
399,78.77756420804313
400,78.79790400802567
401,78.65468854377575
402,78.71424585661487
403,78.66802303094548
404,76.18490808889769
405,76.08214154460448
406,78.91402564529326
407,78.8259443934608
408,78.8833523835762
409,78.6913877584607
410,78.60749717778936
411,78.86105915512061
412,78.73407331471525
413,78.66778214022678
414,78.65927550256266
415,78.57777894624783
416,78.55674132402076
417,78.63632803490769
418,78.70246700597252
419,78.78757079476281
420,78.8403628749676
421,78.72481017927134
422,78.68811771830808
423,76.2324560286289
424,78.853429485726
425,76.17589783895362
426,78.68519348665723
427,78.69740234908214
428,76.0337794491103
429,78.88615105279746
430,76.2828314313214
431,78.65577479595174
432,76.24643698631533
433,79.01816155806678
434,78.68780485957777
435,78.76780299292678
436,78.79263612015801
437,78.7733825211464
438,78.6415793821691
439,79.00616552478485
440,78.63402706747
441,78.84932563408138
442,78.95575241260208
443,78.77326986755251
444,78.63770012056828
445,76.14626611449471
446,78.62081446619551
447,78.71514154504872
448,78.77945453149036
449,78.64059621082782
450,78.81248005547738
451,78.67880657566555
452,76.2269652371211
453,76.2854462661816
454,78.5947010822212
455,78.88699595307955
456,76.24135079577624
457,78.8104938587636
458,76.11137382835412
459,78.70498246083524
460,76.27246770988316
461,78.61426003614837
462,78.76742833165895
463,76.23031719611477
464,76.2659030552066
465,78.82978969394603
466,78.94320244559754
467,78.64456686795556
468,76.11596215225035
469,76.25324784743793
470,78.88398919139217
471,78.63916969522337
472,78.74221610596322
473,76.22329011587043
474,78.80695481426277
475,78.77225620486402
476,78.7472894942634
477,78.68310845136558
478,78.5836284812403
479,78.73661308337992
480,78.69165321836428
481,78.6286773630928
482,78.6540672098619
483,78.69664993386527
484,78.74069820592464
485,78.60805105098738
486,78.70192738623089
487,78.69795304199545
488,76.28490719395421
489,78.6588797281073
490,76.2826149725161
491,78.90266792091919
492,78.59174880628308
493,76.28587481260645
494,78.71064864692342
495,78.94290959769327
496,78.71250027683722
497,78.85707316482048
498,78.67573765411201
499,78.80068217158329
500,78.67815027704427
501,78.75659426173743
502,76.24526771709364
503,78.76157656381878
504,78.72711928691209
505,78.846468434688
506,78.75102896897764
507,78.70915696978064
508,76.21319087420068
509,76.21877170684014
510,76.1875781493685
511,78.57301789581463
512,78.58346408106935
513,78.95769578658981
514,78.84912311874174
515,78.67422130013371
516,78.83834192001268
517,78.59070594060678
518,78.74566787117944
519,78.80879697706335
520,78.67134812491436
521,76.2196744475276
522,78.88894923884433
523,78.687651340601
524,76.2542289123814
525,78.67663779239449
526,78.62370635867498
527,78.6640897315622
528,78.7629931545106
529,76.1373142063023
530,58.95469637901051
531,136.76479280206956
532,136.5718229138338
533,136.56004287528594
534,136.90293156642312
535,135.67705560003134
536,136.13073021391386
537,154.53664211311258
538,69.84373294446279
539,69.8095385532619
540,70.0372513019277
541,69.790986202269
542,67.514350995946
543,76.04364748393598
544,69.839132974356
545,64.44877234990057
546,72.87904213208567
547,67.07653474657448
548,69.81849088282192
549,67.44872454499159
550,64.4424528256198
551,70.0982233550659
552,61.729400773512246
553,64.17249703138651
554,67.32912484766324
555,70.19082743943476
556,67.48221427575574
557,64.426313275129
558,67.19978341133104
559,58.450597829049116
560,58.469638628701
561,58.46562198344304
562,75.96178401470581
563,72.73700666885613
564,89.7479054498328
565,61.5910734510235
566,58.51731953246068
567,84.44412831924934
568,69.8736154668433
569,232.8415925039388
570,215.3696223344944
571,214.9340705751529
572,215.20626046762112
573,214.90190609871686
574,215.1674977451173
575,215.11453374036634
576,215.46466728995384
577,215.13329672686652
578,215.11277791756942
579,215.25523244426304
580,215.0885647717166
581,215.01101964272152
582,215.94019816068175
583,215.2984149774881
584,214.97758229281612
585,215.2615468446101
586,215.1815697336482
587,214.7030753161315
588,214.63542758242502
589,214.82811168862963
590,215.0415927209328
591,215.43403456843208
592,214.74936594993665
593,214.78139869451547
594,215.27120852106586
595,215.10031022641027
596,215.60496330099267
597,214.41997981815632
598,215.83549127908918
599,214.65045194566648
600,214.7536584140046
601,215.1613606596596
602,214.8464421706132
603,214.52020862752073
604,214.9603590392676
605,215.226055509117
606,215.21664994392464
607,214.8261324586986
608,215.04975320273886
609,214.93358113947986
610,215.17908815367173
611,215.301388874093
612,214.90464438976272
613,214.95827513921964
614,214.90820804981774
615,214.94521693785157
616,215.3838783991308
617,216.23831327699767
618,214.70452347867692
619,215.44678188763197
620,214.89692403056267
621,215.47278824244563
622,70.79969265248782
623,66.962633291472
624,70.20031515541797
625,76.3849181150107
626,79.21808052480046
627,87.55052137726923
628,66.85388680874387
629,64.51919205466817
630,79.2341926880504
631,69.99480036124352
632,76.0277408956368
633,75.85991585994375
634,85.0071381409581
635,85.07324957749552
636,84.67098212622498
637,82.17301657451694
638,73.3575562548152
639,66.9327111252492
640,69.84503023849538
641,76.18510140935769
642,78.8626563298774
643,78.6510472136419
644,78.59622032563482
645,76.28655848728877
646,76.26267617522585
647,78.77712629885225
648,78.64955444347062
649,78.81483523447946
650,76.20381436684333
651,78.60591240105644
652,78.82249782980675
653,76.22116454616706
654,78.63898064462424
655,78.66788005628281
656,78.73459407555617
657,78.62163758210085
658,78.59991779723163
659,78.60099748704108
660,78.646753110381
661,78.77316086574682
662,78.71425242977433
663,78.61071927990625
664,78.82314543086707
665,78.7102755440349
666,78.70165518533383
667,78.81904840557702
668,78.61928686213723
669,76.28004440231041
670,78.69009750388993
671,78.60999962375053
672,76.24352829489914
673,78.79155904321608
674,78.87676225203224
675,78.6336151324538
676,76.28678010053785
677,78.60156924174593
678,76.23955789983103
679,78.63862808240839
680,78.77140433326325
681,76.26636401915842
682,78.66611867297627
683,76.22843235809057
684,78.60640000673591
685,78.74892072352021
686,78.68998271782198
687,78.59527965192791
688,78.75568694203236
689,78.64003890704905
690,78.64539759927524
691,78.83744691984201
692,78.74338289193449
693,78.59062239978306
694,76.27923907437831
695,76.23105221185911
696,76.2294085911931
697,78.85721638987417
698,78.5852011398604
699,78.59366942321594
700,78.81475860714006
701,78.62734690894054
702,78.71694101005313
703,78.68003303918644
704,78.6185251746454
705,78.6864990122716
706,78.60707031744764
707,76.25455420780884
708,78.72071997476525
709,78.64614541451928
710,78.7713096451602
711,76.23138551187411
712,76.22909527105695
713,78.81115915905148
714,78.6879916379514
715,78.68193601253786
716,76.17465629543064
717,78.77741064487667
718,76.26641464890334
719,76.2933890327339
720,78.73844663072323
721,78.61024909234041
722,78.7391445944606
723,78.71408153852464
724,76.20561398893162
725,78.62090176419753
726,78.71888975302961
727,78.59122397720289
728,78.85097918249531
729,78.86687146165433
730,76.28968409346798
731,76.28247574790757
732,76.10174562952922
733,76.25219001236107
734,78.70321528585458
735,78.79898443167353
736,78.69906277532355
737,78.69333647331182
738,76.22251932221599
739,78.95299838221777
740,76.16535469919324
741,78.64983630004178
742,78.85044224203146
743,78.75084190568649
744,78.74779095080414
745,78.74428147273639
746,76.21145981592238
747,78.68527797851873
748,78.73634688228138
749,78.83414331482504
750,78.58559064522584
751,78.6893797094647
752,78.80829113806531
753,76.27102289959011
754,78.58387205996648
755,78.70228565107513
756,78.80181089624857
757,78.62453502668424
758,78.87737530891536
759,78.67655044055742
760,78.591801546625
761,78.75602100245689
762,76.23656937818868
763,78.70405499982014
764,76.2363486128152
765,78.79933354675933
766,76.19211947217343
767,78.6053029199609
768,76.25057588666994
769,76.19775000343365
770,78.65769338366522
771,76.28596547079698
772,76.20178094149378
773,76.27673703095208
774,76.2816857685281
775,78.89720486748254
776,78.5917866580794
777,76.25781241900759
778,78.68095932613976
779,78.5973097402376
780,78.62361996560992
781,76.29204680374738
782,78.6403287749169
783,76.21985383307154
784,76.05827227709825
785,78.69677584566817
786,76.23413000601956
787,78.67282267308808
788,78.85677553156276
789,78.76906383935223
790,78.59841807173385
791,78.62325659237156
792,78.66348668917648
793,78.62620783920167
794,76.10177293974621
795,76.19061934540457
796,78.68948272555266
797,78.58521555118395
798,78.7129254978919
799,78.88481673345228
800,76.28927284956995
801,78.61943918579092
802,78.68494788414755
803,78.68813645367221
804,76.24877898859862
805,78.69966180030733
806,78.7461733828274
807,78.63286705856349
808,78.67126978213219
809,78.76422313429353
810,78.65212066761154
811,78.59807968656347
812,78.71651603586704
813,78.81217321278069
814,78.78495098859952
815,78.79038672728511
816,78.68196495219523
817,76.28145604939664
818,78.61286903568377
819,78.70351046573289
820,78.60917774378022
821,76.18978139468807
822,78.5999584269234
823,76.27232872495162
824,76.27967006666914
825,78.86458879501285
826,76.15865785949825
827,78.7345609979397
828,76.27967933031597
829,78.6801993580187
830,78.76698415055235
831,78.79059009600306
832,76.19839391475945
833,78.82854304284687
834,76.24474086562765
835,78.6166378593565
836,78.78104849781982
837,78.67650259783375
838,76.09113212088462
839,78.87199675279345
840,78.79015891595937
841,78.75354940510474
842,78.7769701076611
843,78.68054656651901
844,78.69687681007485
845,78.67345561818988
846,78.72534013882469
847,78.87696262375962
848,78.75251919868651
849,78.62811140462956
850,78.79138934704626
851,78.77557244815898
852,78.74464625230897
853,78.61301895161999
854,76.22783326289426
855,78.90185672297638
856,76.2775509793479
857,78.79628540899536
858,78.66000794120778
859,78.68147207601478
860,78.83307557574574
861,76.27667954190747
862,78.85565571405526
863,78.79087137713017
864,78.73136359601395
865,78.84677473311386
866,78.6998869305697
867,78.68601802306935
868,76.28870782682394
869,76.23985281450932
870,78.74929485556065
871,78.61551171486387
872,76.19002637113218
873,78.79262952838563
874,76.2876175870063
875,78.75799651506215
876,78.77730021045824
877,66.77825473102155
878,81.81652733666108
879,78.94267819455654
880,91.10771291988276
881,96.61735597485887
882,73.36580738251513
883,70.34096614411418
884,79.02129942079796
885,79.25845984049707
886,79.02633315872623
887,73.21555788606798
888,76.25301099514729
889,78.7178686579332
890,76.27800096730464
891,78.73470870917441
892,78.65547038745332
893,78.6749087403784
894,76.26380545971685
895,78.76692513438475
896,78.61040988450766
897,78.63310723578816
898,78.7795326015584
899,78.66017599888725
900,76.24842824662906
901,78.67724217786983
902,78.586597648239
903,78.81866741731828
904,78.64202295511518
905,78.59430657097373
906,78.60601370718864
907,78.70542837587602
908,78.6174869525872
909,78.62729884106861
910,78.69715743435444
911,76.25594736879152
912,76.2450241016638
913,76.27045559200263
914,78.6610733585874
915,78.59371358857719
916,78.60633348824157
917,76.26173870413481
918,78.65772788277386
919,76.28486281918815
920,78.65371603536174
921,78.62665010814432
922,78.791177654264
923,78.70076304554179
924,78.63812119754
925,76.26647141378984
926,76.28939319146757
927,78.67543713240153
928,78.70618888286566
929,78.79695315669495
930,78.69581538824868
931,78.78399177195793
932,76.23452404548452
933,78.60890663254841
934,76.23214192787984
935,78.68276545620785
936,78.62793139538238
937,78.60596137603781
938,78.60503634934715
939,78.59401058300634
940,78.67953663072683
941,78.89710213279798
942,78.71804251784286
943,78.91277885040444
944,78.7633614924304
945,78.8065519804443
946,78.63565034747951
947,78.6154427931281
948,78.68082519317952
949,78.68379067119955
950,76.24980062678559
951,78.69879701489585
952,76.24468766669476
953,78.71159643416178
954,78.71501894078152
955,78.58343173781759
956,78.57949994258686
957,76.22757262247244
958,76.18488214893782
959,78.79876392692375
960,78.73743784098897
961,78.91884594340746
962,78.6818531167657
963,78.5904437829671
964,78.62059960740045
965,78.59630694919791
966,78.61676762183204
967,76.16522987861083
968,78.65119671313192
969,78.73993708313596
970,64.23217351062917
971,70.21754260131242
972,70.26960878287922
973,70.18331918755942
974,70.23737674789105
975,64.0045561380148
976,72.76012970126409
977,70.26499104703626
978,70.42663000512621
979,70.22123407053846
980,70.16664497207944
981,64.50238449722747
982,64.62922784588218
983,73.06804115146576
984,67.26113957288642
985,64.20354881894106
986,87.75033953914097
987,79.06155901778986
988,67.25467742763898
989,67.0814379787668
990,73.14499494314151
991,96.20470035129908
992,82.04913730254731
993,96.73678306265364
994,96.51162977650458
995,82.2420824317478
996,82.06754301985944
997,73.16276668546756
998,70.41451165684515
999,78.8054133204772
1000,78.76098556355171
